order_id,user_id,product_id,category,price,TotaQuantity,TotalPrice,order_date.1,order_time,order_date.3,country,customer_segment,Year,Month Name,Days in Month,Week of Month,Quarter,Hour
100426,5,207,Beauty,18.04,1,18.04,07-Nov-24,10:26:29,AM,Australia,Low-Value,2024,November,30,2,4,10
100429,774,172,Books,37.13,1,37.13,28-Sep-23,08:55:47,AM,Germany,Low-Value,2023,September,30,5,3,8
100430,877,464,Books,13.67,1,13.67,12-Apr-24,06:17:50,PM,Canada,Low-Value,2024,April,30,2,2,6
100432,2932,221,Beauty,30.17,1,30.17,10-Jun-24,08:41:03,AM,Japan,Low-Value,2024,June,30,3,2,8
100435,2871,183,Sports,123.47,1,123.47,20-Jun-25,02:44:49,AM,United States,Low-Value,2025,June,30,3,2,2
100450,1370,398,Sports,84.06,1,84.06,16-Nov-23,03:40:44,PM,Mexico,Low-Value,2023,November,30,3,4,3
100459,1082,224,Books,32.53,1,32.53,24-Apr-25,01:41:04,AM,Australia,Low-Value,2025,April,30,4,2,1
100460,634,225,Sports,33.38,1,33.38,06-Apr-23,09:49:29,PM,India,Low-Value,2023,April,30,2,2,9
100462,2850,346,Beauty,16.01,1,16.01,19-Jun-22,05:58:07,PM,Spain,Low-Value,2022,June,30,4,2,5
100464,1142,103,Grocery,15.52,1,15.52,17-Nov-24,09:31:44,PM,Netherlands,Low-Value,2024,November,30,4,4,9
100468,1213,372,Home,23.49,1,23.49,21-Apr-25,09:15:21,AM,Germany,Low-Value,2025,April,30,4,2,9
100470,1471,269,Beauty,76.6,1,76.6,07-Apr-24,01:07:46,AM,India,Low-Value,2024,April,30,2,2,1
100486,1228,52,Toys,50.87,1,50.87,11-Nov-22,01:45:48,AM,United States,Low-Value,2022,November,30,2,4,1
100058,1391,482,Clothing,28.22,1,28.22,01-Feb-23,09:08:03,AM,United States,Low-Value,2023,February,28,1,1,9
100068,1130,378,Toys,63.38,1,63.38,16-Feb-25,01:23:50,PM,Mexico,Low-Value,2025,February,28,4,1,1
100087,1077,464,Toys,89.88,1,89.88,04-Feb-25,10:28:51,AM,India,Low-Value,2025,February,28,2,1,10
100147,1021,358,Sports,118.23,1,118.23,16-Feb-25,06:19:51,PM,India,Low-Value,2025,February,28,4,1,6
100154,1679,213,Grocery,45.17,1,45.17,21-Feb-24,03:26:04,AM,Mexico,Low-Value,2024,February,29,4,1,3
100158,1184,139,Home,107.91,1,107.91,21-Feb-25,12:22:33,PM,Canada,Low-Value,2025,February,28,4,1,12
100223,203,177,Books,23.54,1,23.54,06-Feb-23,04:44:40,PM,United States,Low-Value,2023,February,28,2,1,4
100234,609,15,Clothing,125.17,1,125.17,08-Feb-25,09:46:41,AM,India,Low-Value,2025,February,28,2,1,9
100243,1370,318,Beauty,36.77,1,36.77,09-Feb-23,06:19:06,PM,Australia,Low-Value,2023,February,28,2,1,6
100260,1970,190,Sports,74.47,1,74.47,24-Feb-25,02:33:28,PM,India,Low-Value,2025,February,28,5,1,2
100263,1635,438,Clothing,67.54,1,67.54,27-Feb-25,01:33:10,AM,Germany,Low-Value,2025,February,28,5,1,1
100291,104,150,Electronics,121.89,1,121.89,05-Feb-24,08:03:52,AM,United States,Low-Value,2024,February,29,2,1,8
100306,1604,321,Sports,50.47,1,50.47,24-Feb-23,06:53:21,AM,United States,Low-Value,2023,February,28,4,1,6
100307,2849,219,Home,45.26,1,45.26,20-Feb-24,03:51:04,PM,Brazil,Low-Value,2024,February,29,4,1,3
100314,1159,83,Books,14.57,1,14.57,23-Feb-22,03:28:21,AM,Germany,Low-Value,2022,February,28,4,1,3
100327,563,131,Clothing,80.45,1,80.45,28-Feb-22,11:31:28,PM,United States,Low-Value,2022,February,28,5,1,11
100370,570,356,Sports,108.81,1,108.81,11-Feb-24,03:41:48,AM,India,Low-Value,2024,February,29,3,1,3
100376,1687,140,Clothing,21,1,21,12-Feb-23,03:44:45,PM,India,Low-Value,2023,February,28,3,1,3
100425,1596,400,Clothing,30.16,1,30.16,05-Feb-22,05:37:01,PM,France,Low-Value,2022,February,28,1,1,5
100455,1151,321,Home,46.96,1,46.96,29-Feb-24,03:23:19,AM,United States,Low-Value,2024,February,29,5,1,3
100466,488,192,Clothing,96.11,1,96.11,12-Feb-24,01:30:09,AM,United States,Low-Value,2024,February,29,3,1,1
100471,581,194,Books,12.19,1,12.19,14-Feb-22,01:31:08,AM,Netherlands,Low-Value,2022,February,28,3,1,1
100493,1636,138,Books,16.58,1,16.58,12-Feb-23,08:29:55,AM,India,Low-Value,2023,February,28,3,1,8
100002,1131,115,Electronics,253.61,1,253.61,08-Nov-22,12:38:20,PM,India,Mid-Value,2022,November,30,2,4,12
100009,1483,326,Home,382.34,1,382.34,20-Sep-23,08:09:17,AM,Mexico,Mid-Value,2023,September,30,4,3,8
100011,2920,196,Home,179.22,1,179.22,12-May-23,08:32:22,AM,United States,Mid-Value,2023,May,31,2,2,8
100013,1686,111,Sports,186.66,1,186.66,04-Dec-23,08:45:17,PM,India,Mid-Value,2023,December,31,2,4,8
100015,2392,359,Home,226.95,1,226.95,06-Dec-23,04:26:44,AM,United States,Mid-Value,2023,December,31,2,4,4
100026,748,153,Home,275.88,1,275.88,27-Oct-23,07:16:54,PM,United States,Mid-Value,2023,October,31,4,4,7
100030,2559,199,Home,212.26,1,212.26,01-Oct-22,06:32:26,AM,Brazil,Mid-Value,2022,October,31,1,4,6
100037,563,26,Electronics,355.91,1,355.91,24-Sep-22,12:32:25,AM,India,Mid-Value,2022,September,30,4,3,12
100048,601,73,Electronics,205.49,1,205.49,21-Sep-24,06:51:09,PM,South Africa,Mid-Value,2024,September,30,3,3,6
100063,2254,450,Sports,277.02,1,277.02,26-Aug-22,07:50:05,PM,Spain,Mid-Value,2022,August,31,4,3,7
100069,1501,156,Electronics,301.88,1,301.88,18-Sep-22,09:35:28,AM,India,Mid-Value,2022,September,30,4,3,9
100074,162,330,Electronics,245.12,1,245.12,13-Jul-24,09:09:06,PM,United States,Mid-Value,2024,July,31,2,3,9
100084,2768,396,Home,283.93,1,283.93,30-Apr-25,12:46:08,PM,Spain,Mid-Value,2025,April,30,5,2,12
100088,792,163,Sports,177.94,1,177.94,18-Mar-23,03:44:06,PM,United Kingdom,Mid-Value,2023,March,31,3,1,3
100101,2696,310,Electronics,372.79,1,372.79,24-May-23,04:57:17,PM,France,Mid-Value,2023,May,31,4,2,4
100120,2455,236,Home,209.29,1,209.29,29-Sep-24,07:20:36,AM,India,Mid-Value,2024,September,30,5,3,7
100122,805,465,Electronics,406.74,1,406.74,06-Aug-23,10:40:54,AM,United States,Mid-Value,2023,August,31,2,3,10
100141,1882,436,Electronics,389.43,1,389.43,30-Nov-24,08:30:54,PM,Spain,Mid-Value,2024,November,30,5,4,8
100143,1485,4,Electronics,340.77,1,340.77,19-Oct-24,11:11:58,PM,United States,Mid-Value,2024,October,31,3,4,11
100145,2791,172,Electronics,338.49,1,338.49,26-Apr-23,04:04:23,PM,United States,Mid-Value,2023,April,30,5,2,4
100150,1758,428,Home,179.1,1,179.1,25-Feb-23,10:38:03,AM,Spain,Mid-Value,2023,February,28,4,1,10
100155,541,436,Sports,160.27,1,160.27,20-Apr-23,11:41:26,AM,South Africa,Mid-Value,2023,April,30,4,2,11
100160,1820,381,Home,320.26,1,320.26,13-Oct-22,12:13:37,AM,Brazil,Mid-Value,2022,October,31,3,4,12
100174,2039,314,Clothing,153.28,1,153.28,18-Jan-25,11:19:01,PM,United Kingdom,Mid-Value,2025,January,31,3,1,11
100185,710,266,Sports,286.78,1,286.78,15-Apr-22,01:14:29,PM,Brazil,Mid-Value,2022,April,30,3,2,1
100212,2433,43,Electronics,447.81,1,447.81,26-Sep-23,12:29:30,AM,United States,Mid-Value,2023,September,30,5,3,12
100213,1662,264,Electronics,419.11,1,419.11,23-Feb-25,07:42:34,PM,India,Mid-Value,2025,February,28,5,1,7
100231,1931,286,Electronics,484.95,1,484.95,08-May-23,08:38:33,AM,India,Mid-Value,2023,May,31,2,2,8
100235,1148,338,Electronics,171.74,1,171.74,30-Jun-24,02:04:29,PM,Italy,Mid-Value,2024,June,30,6,2,2
100259,2521,223,Electronics,166.61,1,166.61,07-Jan-25,06:25:16,PM,United States,Mid-Value,2025,January,31,2,1,6
100265,1788,313,Electronics,245.7,1,245.7,19-Jan-25,10:56:17,AM,United States,Mid-Value,2025,January,31,4,1,10
100284,2102,246,Electronics,459.22,1,459.22,03-May-23,05:05:53,AM,Brazil,Mid-Value,2023,May,31,1,2,5
100286,628,493,Electronics,389.66,1,389.66,07-Jun-25,09:44:25,PM,Germany,Mid-Value,2025,June,30,1,2,9
100289,1444,271,Electronics,161.22,1,161.22,24-Jun-25,10:41:54,PM,United Kingdom,Mid-Value,2025,June,30,4,2,10
100292,254,131,Sports,155.1,1,155.1,28-May-25,09:39:13,AM,Australia,Mid-Value,2025,May,31,5,2,9
100295,99,270,Home,226.37,1,226.37,16-Mar-22,08:46:47,PM,Japan,Mid-Value,2022,March,31,3,1,8
100296,2201,292,Electronics,309.74,1,309.74,14-Apr-22,09:02:49,AM,United States,Mid-Value,2022,April,30,3,2,9
100308,398,57,Electronics,208.48,1,208.48,06-Apr-22,12:15:34,AM,Italy,Mid-Value,2022,April,30,2,2,12
100316,401,376,Electronics,268.56,1,268.56,05-Oct-22,04:33:51,PM,United States,Mid-Value,2022,October,31,2,4,4
100329,1800,122,Sports,221.44,1,221.44,16-Nov-23,04:40:42,AM,United States,Mid-Value,2023,November,30,3,4,4
100333,2332,130,Home,277.5,1,277.5,23-Dec-22,07:51:57,AM,United States,Mid-Value,2022,December,31,4,4,7
100340,547,13,Home,321.43,1,321.43,01-Apr-25,07:04:37,PM,Canada,Mid-Value,2025,April,30,1,2,7
100346,1070,209,Home,178.31,1,178.31,18-May-23,05:43:11,AM,India,Mid-Value,2023,May,31,3,2,5
100356,700,311,Home,282.93,1,282.93,28-Mar-25,11:21:42,AM,Netherlands,Mid-Value,2025,March,31,5,1,11
100357,993,109,Home,174.7,1,174.7,08-Dec-22,07:45:50,AM,Mexico,Mid-Value,2022,December,31,2,4,7
100358,1140,207,Electronics,410.21,1,410.21,21-Feb-23,06:39:08,PM,Canada,Mid-Value,2023,February,28,4,1,6
100359,191,427,Home,234.34,1,234.34,05-Oct-24,08:30:44,PM,United States,Mid-Value,2024,October,31,1,4,8
100360,2301,300,Home,166.75,1,166.75,24-Feb-25,04:27:47,PM,Japan,Mid-Value,2025,February,28,5,1,4
100365,128,420,Electronics,332.64,1,332.64,06-Feb-24,10:43:48,AM,India,Mid-Value,2024,February,29,2,1,10
100367,1817,128,Electronics,426.91,1,426.91,27-May-24,11:29:47,PM,United Kingdom,Mid-Value,2024,May,31,5,2,11
100372,1896,489,Electronics,333.23,1,333.23,06-Apr-24,12:00:55,AM,United States,Mid-Value,2024,April,30,1,2,12
100383,1706,63,Home,186.3,1,186.3,03-Jun-23,09:06:13,AM,United States,Mid-Value,2023,June,30,1,2,9
100389,2456,11,Electronics,399.67,1,399.67,06-Sep-24,06:33:13,PM,South Africa,Mid-Value,2024,September,30,1,3,6
100402,1907,209,Sports,170.12,1,170.12,24-Apr-24,10:52:20,AM,United States,Mid-Value,2024,April,30,4,2,10
100403,2519,281,Home,274.65,1,274.65,06-Jul-24,07:55:28,PM,United States,Mid-Value,2024,July,31,1,3,7
100408,2775,105,Electronics,429.02,1,429.02,12-Apr-25,04:47:24,PM,Japan,Mid-Value,2025,April,30,2,2,4
100411,51,279,Sports,160.17,1,160.17,13-Nov-22,05:32:24,PM,United States,Mid-Value,2022,November,30,3,4,5
100423,2661,186,Sports,169.8,1,169.8,30-Aug-22,05:51:00,AM,Brazil,Mid-Value,2022,August,31,5,3,5
100427,1127,346,Home,158.58,1,158.58,21-Jul-23,02:58:08,AM,India,Mid-Value,2023,July,31,4,3,2
100428,1220,431,Electronics,239.75,1,239.75,14-Jan-23,05:22:05,AM,India,Mid-Value,2023,January,31,2,1,5
100434,2915,111,Electronics,388.46,1,388.46,15-Dec-22,11:25:04,AM,South Africa,Mid-Value,2022,December,31,3,4,11
100437,2704,339,Home,239.94,1,239.94,10-Jun-22,09:51:55,AM,United States,Mid-Value,2022,June,30,2,2,9
100440,636,386,Electronics,247.21,1,247.21,10-Jan-22,06:48:27,AM,South Africa,Mid-Value,2022,January,31,3,1,6
100458,1665,63,Electronics,162.31,1,162.31,17-Mar-22,08:34:02,AM,United States,Mid-Value,2022,March,31,3,1,8
100463,1120,337,Sports,175.1,1,175.1,18-Aug-22,02:14:13,AM,United States,Mid-Value,2022,August,31,3,3,2
100474,2295,152,Electronics,322.07,1,322.07,21-May-23,07:04:20,AM,United Kingdom,Mid-Value,2023,May,31,4,2,7
100476,1680,88,Electronics,264.77,1,264.77,10-Jul-25,07:35:01,AM,China,Mid-Value,2025,July,31,2,3,7
100479,1244,214,Home,190.76,1,190.76,09-Dec-24,05:14:26,PM,Germany,Mid-Value,2024,December,31,2,4,5
100490,2480,17,Electronics,423.97,1,423.97,02-Aug-22,06:11:29,PM,Germany,Mid-Value,2022,August,31,1,3,6
100499,2570,431,Electronics,235.54,1,235.54,27-Jan-22,08:17:12,AM,South Africa,Mid-Value,2022,January,31,5,1,8
100019,1216,241,Electronics,714.33,1,714.33,10-Mar-23,03:54:21,AM,Canada,High-Value,2023,March,31,2,1,3
100032,2748,56,Electronics,560.13,1,560.13,05-Aug-23,12:00:43,AM,India,High-Value,2023,August,31,1,3,12
100086,879,401,Electronics,609.41,1,609.41,17-Jun-23,11:37:42,AM,India,High-Value,2023,June,30,3,2,11
100107,1699,128,Electronics,543.77,1,543.77,14-Jul-24,01:51:18,PM,Canada,High-Value,2024,July,31,3,3,1
100144,864,155,Electronics,531.67,1,531.67,21-Sep-23,09:46:30,PM,India,High-Value,2023,September,30,4,3,9
100258,1803,157,Electronics,535.85,1,535.85,18-Oct-24,02:18:32,AM,United States,High-Value,2024,October,31,3,4,2
100276,1184,313,Electronics,635.56,1,635.56,14-Feb-23,03:15:05,PM,India,High-Value,2023,February,28,3,1,3
100375,2902,459,Electronics,634.24,1,634.24,11-May-24,10:46:03,PM,Brazil,High-Value,2024,May,31,2,2,10
100483,1774,411,Electronics,565.16,1,565.16,18-Oct-22,07:19:52,AM,Netherlands,High-Value,2022,October,31,4,4,7
100000,861,201,Sports,93.11,2,186.22,30-Oct-24,04:07:37,PM,Brazil,Mid-Value,2024,October,31,5,4,4
100003,1096,159,Clothing,11.73,2,23.46,18-May-22,05:24:55,PM,India,Low-Value,2022,May,31,3,2,5
100004,1639,42,Electronics,743.98,2,1487.96,25-Jan-24,05:51:54,AM,Canada,High-Value,2024,January,31,4,1,5
100008,331,445,Beauty,64.26,2,128.52,18-Nov-24,08:30:48,PM,Spain,Low-Value,2024,November,30,4,4,8
100017,2854,275,Home,192.75,2,385.5,23-Feb-24,02:18:48,AM,United States,Mid-Value,2024,February,29,4,1,2
100020,956,326,Sports,108.22,2,216.44,25-Apr-22,09:38:26,PM,Germany,Mid-Value,2022,April,30,5,2,9
100024,22,464,Electronics,387.57,2,775.14,16-Jun-23,10:49:49,AM,United States,High-Value,2023,June,30,3,2,10
100025,2301,414,Toys,31.71,2,63.42,01-Jun-24,07:28:31,PM,United States,Low-Value,2024,June,30,1,2,7
100029,1083,128,Sports,24.34,2,48.68,10-Sep-22,01:04:05,PM,Mexico,Low-Value,2022,September,30,2,3,1
100039,1268,169,Grocery,23.45,2,46.9,16-Jul-22,06:40:52,PM,Australia,Low-Value,2022,July,31,3,3,6
100055,2946,85,Clothing,109.26,2,218.52,13-Dec-22,04:47:29,AM,India,Mid-Value,2022,December,31,3,4,4
100057,2140,182,Clothing,36.52,2,73.04,15-Apr-24,05:50:20,PM,South Africa,Low-Value,2024,April,30,3,2,5
100060,2557,315,Grocery,33.67,2,67.34,19-Jan-24,02:31:46,PM,Germany,Low-Value,2024,January,31,3,1,2
100072,2778,193,Clothing,67.57,2,135.14,20-Nov-22,03:50:35,PM,United States,Low-Value,2022,November,30,4,4,3
100076,1982,132,Clothing,74.11,2,148.22,24-Dec-22,03:06:29,AM,Mexico,Low-Value,2022,December,31,4,4,3
100077,996,355,Electronics,194.19,2,388.38,28-Jan-24,04:13:58,PM,United States,Mid-Value,2024,January,31,5,1,4
100092,380,169,Electronics,190.26,2,380.52,14-Aug-24,11:26:19,AM,Canada,Mid-Value,2024,August,31,3,3,11
100102,1496,31,Toys,64.95,2,129.9,20-Jun-24,02:00:28,AM,Canada,Low-Value,2024,June,30,4,2,2
100103,1163,314,Clothing,34.67,2,69.34,07-Feb-24,04:06:36,PM,India,Low-Value,2024,February,29,2,1,4
100115,201,220,Clothing,48.56,2,97.12,01-Nov-24,02:19:34,AM,Germany,Low-Value,2024,November,30,1,4,2
100127,1571,9,Books,28.78,2,57.56,11-May-24,09:21:16,PM,India,Low-Value,2024,May,31,2,2,9
100128,961,190,Electronics,302.55,2,605.1,25-Mar-25,05:56:20,PM,United Kingdom,High-Value,2025,March,31,5,1,5
100129,2661,350,Electronics,210.35,2,420.7,09-Jul-22,10:43:23,PM,United States,Mid-Value,2022,July,31,2,3,10
100130,1486,405,Home,187.93,2,375.86,06-Feb-24,03:20:01,AM,Spain,Mid-Value,2024,February,29,2,1,3
100132,1029,165,Sports,89.64,2,179.28,17-May-23,02:46:31,AM,United States,Mid-Value,2023,May,31,3,2,2
100139,207,110,Home,133.01,2,266.02,13-Oct-24,08:18:32,AM,United States,Mid-Value,2024,October,31,3,4,8
100159,1723,205,Sports,160.09,2,320.18,01-Apr-23,10:22:40,PM,United Kingdom,Mid-Value,2023,April,30,1,2,10
100161,2626,73,Books,31.36,2,62.72,24-Jul-22,07:13:13,PM,United Kingdom,Low-Value,2022,July,31,5,3,7
100168,1644,410,Clothing,42.75,2,85.5,15-Jan-23,04:57:42,PM,Australia,Low-Value,2023,January,31,3,1,4
100170,1982,106,Toys,43.62,2,87.24,07-Oct-24,07:17:45,AM,Canada,Low-Value,2024,October,31,2,4,7
100175,1497,275,Clothing,39.79,2,79.58,24-Feb-23,08:44:18,AM,Brazil,Low-Value,2023,February,28,4,1,8
100177,1409,211,Books,16.35,2,32.7,10-Oct-22,09:32:06,PM,France,Low-Value,2022,October,31,3,4,9
100182,973,28,Electronics,322.93,2,645.86,21-Jul-23,04:20:04,PM,Brazil,High-Value,2023,July,31,4,3,4
100184,1283,66,Home,139.91,2,279.82,16-Jan-25,09:52:42,AM,India,Mid-Value,2025,January,31,3,1,9
100187,1435,470,Home,59.98,2,119.96,06-Jun-23,11:17:20,AM,Mexico,Low-Value,2023,June,30,2,2,11
100195,1496,84,Electronics,88.31,2,176.62,03-Nov-24,05:28:49,AM,United Kingdom,Mid-Value,2024,November,30,2,4,5
100198,1521,33,Clothing,23.34,2,46.68,25-Jun-23,05:11:30,AM,France,Low-Value,2023,June,30,5,2,5
100208,2268,144,Home,23.63,2,47.26,22-Aug-24,07:03:16,PM,United States,Low-Value,2024,August,31,4,3,7
100210,855,209,Home,378.42,2,756.84,09-Mar-25,11:11:35,PM,United Kingdom,High-Value,2025,March,31,3,1,11
100218,1696,84,Home,67.52,2,135.04,07-Nov-23,04:09:32,AM,United States,Low-Value,2023,November,30,2,4,4
100227,294,49,Books,7.29,2,14.58,30-Apr-25,04:33:45,AM,Mexico,Low-Value,2025,April,30,5,2,4
100228,2328,307,Grocery,24.85,2,49.7,28-May-25,10:15:15,AM,United States,Low-Value,2025,May,31,5,2,10
100239,660,206,Books,12.5,2,25,13-Dec-22,10:53:00,PM,India,Low-Value,2022,December,31,3,4,10
100240,2812,94,Beauty,50.54,2,101.08,08-May-22,02:15:01,AM,Canada,Low-Value,2022,May,31,2,2,2
100241,1956,225,Grocery,4.46,2,8.92,28-Apr-22,03:08:35,AM,United States,Low-Value,2022,April,30,5,2,3
100244,1987,463,Clothing,42.69,2,85.38,15-Feb-22,11:49:08,PM,Italy,Low-Value,2022,February,28,3,1,11
100252,1960,430,Sports,83.57,2,167.14,10-May-25,03:30:55,AM,Spain,Mid-Value,2025,May,31,2,2,3
100261,2199,473,Beauty,14.42,2,28.84,04-Apr-22,08:41:40,PM,Canada,Low-Value,2022,April,30,2,2,8
100271,2050,328,Books,16.56,2,33.12,11-Aug-25,10:35:08,AM,Mexico,Low-Value,2025,August,31,3,3,10
100274,2302,73,Clothing,10.62,2,21.24,15-Jul-23,12:16:22,PM,Japan,Low-Value,2023,July,31,3,3,12
100277,2057,343,Electronics,450.06,2,900.12,29-Jan-25,12:44:53,AM,Italy,High-Value,2025,January,31,5,1,12
100279,2864,55,Toys,15.95,2,31.9,29-Sep-23,07:20:20,PM,Canada,Low-Value,2023,September,30,5,3,7
100280,2256,61,Beauty,27.97,2,55.94,03-Feb-25,09:28:34,PM,United Kingdom,Low-Value,2025,February,28,2,1,9
100283,2200,272,Grocery,13.34,2,26.68,14-Jan-22,06:19:06,PM,United States,Low-Value,2022,January,31,3,1,6
100287,587,116,Books,32.19,2,64.38,25-Dec-24,07:14:58,AM,United States,Low-Value,2024,December,31,4,4,7
100300,878,338,Grocery,50.02,2,100.04,26-May-23,07:32:28,AM,Canada,Low-Value,2023,May,31,4,2,7
100305,161,111,Home,135.94,2,271.88,20-Mar-23,11:10:10,AM,Japan,Mid-Value,2023,March,31,4,1,11
100326,2278,421,Grocery,5.98,2,11.96,29-Mar-23,02:04:04,PM,Australia,Low-Value,2023,March,31,5,1,2
100342,17,411,Clothing,75.98,2,151.96,21-Apr-22,10:35:11,PM,France,Mid-Value,2022,April,30,4,2,10
100353,302,393,Books,23.06,2,46.12,02-Mar-25,04:11:54,AM,India,Low-Value,2025,March,31,2,1,4
100354,181,141,Books,10.86,2,21.72,04-Feb-23,08:47:02,AM,Netherlands,Low-Value,2023,February,28,1,1,8
100361,981,110,Grocery,16.04,2,32.08,30-Nov-23,03:55:22,AM,United States,Low-Value,2023,November,30,5,4,3
100362,2976,196,Grocery,33.14,2,66.28,25-Jan-23,07:24:08,AM,France,Low-Value,2023,January,31,4,1,7
100366,2066,243,Toys,80.67,2,161.34,09-Apr-25,10:02:16,AM,Spain,Mid-Value,2025,April,30,2,2,10
100369,2614,10,Toys,70.76,2,141.52,08-Jun-23,03:36:43,PM,United States,Low-Value,2023,June,30,2,2,3
100371,1347,148,Toys,39.68,2,79.36,12-Feb-25,11:53:39,AM,United States,Low-Value,2025,February,28,3,1,11
100373,2734,365,Electronics,146.53,2,293.06,18-Feb-22,08:05:38,AM,United States,Mid-Value,2022,February,28,3,1,8
100380,785,492,Sports,44.1,2,88.2,28-Apr-23,11:58:48,AM,Australia,Low-Value,2023,April,30,5,2,11
100385,538,25,Grocery,9.47,2,18.94,13-Aug-23,08:57:14,AM,Canada,Low-Value,2023,August,31,3,3,8
100387,1842,405,Electronics,163.69,2,327.38,06-Jun-22,01:48:34,AM,United States,Mid-Value,2022,June,30,2,2,1
100391,2876,201,Electronics,275.8,2,551.6,28-Mar-23,08:58:27,AM,Netherlands,High-Value,2023,March,31,5,1,8
100400,2702,14,Books,16.47,2,32.94,15-Jan-25,01:41:45,AM,United States,Low-Value,2025,January,31,3,1,1
100401,972,257,Beauty,64.88,2,129.76,24-Jun-24,08:48:03,AM,India,Low-Value,2024,June,30,5,2,8
100407,1824,389,Beauty,30.83,2,61.66,27-Nov-23,12:16:55,PM,Japan,Low-Value,2023,November,30,5,4,12
100416,2618,144,Clothing,82.18,2,164.36,17-Aug-24,05:10:40,PM,Germany,Mid-Value,2024,August,31,3,3,5
100422,2492,346,Electronics,178.36,2,356.72,08-Jul-24,06:51:25,PM,Brazil,Mid-Value,2024,July,31,2,3,6
100447,1811,476,Clothing,30.36,2,60.72,17-May-22,09:10:52,PM,Brazil,Low-Value,2022,May,31,3,2,9
100461,513,369,Sports,225.91,2,451.82,17-Aug-24,10:16:26,AM,United States,Mid-Value,2024,August,31,3,3,10
100465,560,215,Toys,76.68,2,153.36,24-Jul-23,10:50:28,AM,Canada,Mid-Value,2023,July,31,5,3,10
100491,2389,351,Home,73.24,2,146.48,15-Jul-25,02:00:34,AM,Italy,Low-Value,2025,July,31,3,3,2
100494,1313,319,Home,91.6,2,183.2,19-Aug-22,11:23:22,PM,Netherlands,Mid-Value,2022,August,31,3,3,11
100495,1758,229,Beauty,18.88,2,37.76,01-Mar-25,07:37:54,PM,United Kingdom,Low-Value,2025,March,31,1,1,7
100010,2136,334,Toys,6.58,4,26.32,19-Feb-22,10:03:45,PM,France,Low-Value,2022,February,28,3,1,10
100018,2434,179,Home,98.14,4,392.56,28-Dec-24,05:33:41,PM,Canada,Mid-Value,2024,December,31,4,4,5
100040,2880,484,Beauty,14.69,4,58.76,08-Jun-22,03:46:55,PM,United States,Low-Value,2022,June,30,2,2,3
100041,1529,23,Electronics,369.88,5,1849.4,06-Feb-25,01:21:16,AM,Australia,High-Value,2025,February,28,2,1,1
100045,2215,322,Sports,92.81,5,464.05,18-Jan-23,06:53:14,AM,Netherlands,Mid-Value,2023,January,31,3,1,6
100046,1298,194,Electronics,292.93,5,1464.65,14-Feb-23,09:35:44,PM,France,High-Value,2023,February,28,3,1,9
100047,2436,144,Electronics,275.29,4,1101.16,07-Dec-24,09:17:28,AM,United Kingdom,High-Value,2024,December,31,1,4,9
100052,2042,169,Electronics,63.16,3,189.48,31-Jan-23,05:23:01,AM,France,Mid-Value,2023,January,31,5,1,5
100070,703,421,Home,100.34,3,301.02,25-Jan-24,03:45:48,AM,Netherlands,Mid-Value,2024,January,31,4,1,3
100099,1153,418,Home,270.33,3,810.99,27-Nov-23,01:13:27,PM,India,High-Value,2023,November,30,5,4,1
100104,1523,104,Clothing,37.63,3,112.89,08-Dec-24,05:10:56,AM,Brazil,Low-Value,2024,December,31,2,4,5
100105,2641,170,Electronics,399.84,5,1999.2,10-Jun-22,10:56:29,AM,Australia,High-Value,2022,June,30,2,2,10
100108,419,210,Sports,40.99,3,122.97,20-May-23,03:23:38,AM,Canada,Low-Value,2023,May,31,3,2,3
100109,2337,414,Home,135.38,3,406.14,17-Nov-23,05:41:24,PM,United States,Mid-Value,2023,November,30,3,4,5
100114,2183,200,Home,163.66,3,490.98,10-May-25,04:01:53,AM,Spain,Mid-Value,2025,May,31,2,2,4
100116,1864,136,Beauty,65.06,3,195.18,02-Sep-22,07:28:50,PM,India,Mid-Value,2022,September,30,1,3,7
100118,2978,3,Sports,92.41,3,277.23,10-Jan-23,03:29:36,PM,Germany,Mid-Value,2023,January,31,2,1,3
100126,2774,499,Clothing,48.47,3,145.41,13-Jun-25,03:38:29,PM,United States,Low-Value,2025,June,30,2,2,3
100131,2691,460,Clothing,33.68,3,101.04,19-May-25,05:18:43,AM,Mexico,Low-Value,2025,May,31,4,2,5
100138,393,175,Home,201.27,3,603.81,16-Apr-23,12:46:33,PM,United Kingdom,High-Value,2023,April,30,4,2,12
100149,1924,94,Books,16.59,3,49.77,09-Mar-22,05:09:21,PM,Netherlands,Low-Value,2022,March,31,2,1,5
100153,2797,347,Sports,279.84,3,839.52,21-Nov-24,01:30:40,AM,United States,High-Value,2024,November,30,4,4,1
100157,2573,324,Clothing,110.26,5,551.3,29-Apr-25,09:55:39,AM,India,High-Value,2025,April,30,5,2,9
100179,1307,77,Electronics,185.42,3,556.26,20-Apr-22,11:25:08,AM,France,High-Value,2022,April,30,4,2,11
100183,1769,245,Toys,30.06,4,120.24,15-Oct-24,12:38:07,AM,Australia,Low-Value,2024,October,31,3,4,12
100188,649,205,Clothing,14,4,56,12-Jun-24,02:13:55,AM,Mexico,Low-Value,2024,June,30,3,2,2
100197,1854,352,Clothing,40.17,4,160.68,14-Dec-24,09:59:14,AM,United States,Mid-Value,2024,December,31,2,4,9
